5.544796,1.000000
5.483119,1.000000
5.898821,1.000000
5.062920,1.000000
4.341809,1.000000
4.527254,1.000000
5.187478,1.000000
5.477422,1.000000
5.390189,1.000000
5.742798,1.000000
5.780351,1.000000
5.801183,1.000000
5.637470,1.000000
5.444225,1.000000
5.296102,1.000000
4.537057,1.000000
4.311369,1.000000
3.788210,1.000000
3.273516,1.000000
3.434902,1.000000
3.145571,1.000000
0.416416,1.000000
0.741846,1.000000
0.397699,1.000000
0.985045,1.000000
1.334375,1.000000
1.438467,1.000000
1.402714,1.000000
1.444579,1.000000
1.071515,1.000000
0.783800,1.000000
0.448948,1.000000
0.066927,1.000000
0.156028,1.000000
0.280662,1.000000
0.258253,1.000000
0.278391,1.000000
0.404306,1.000000
0.418534,1.000000
0.627885,1.000000
0.717566,1.000000
0.487640,1.000000
0.000000,1.000000
1.156779,1.000000
1.945244,1.000000
2.701718,1.000000
3.864817,1.000000
4.702089,1.000000
5.404394,1.000000
6.103135,1.000000
6.759477,1.000000
7.204630,1.000000
7.707457,1.000000
8.180174,1.000000
8.261611,1.000000
8.592623,1.000000
8.718668,1.000000
8.430406,1.000000
8.432338,1.000000
8.661725,1.000000
8.487688,1.000000
8.315651,1.000000
8.338879,1.000000
8.456412,1.000000
8.575298,1.000000
8.316806,1.000000
8.189607,1.000000
8.251259,1.000000
8.279211,1.000000
8.191504,1.000000
7.923801,1.000000
7.810964,1.000000
7.622408,1.000000
7.206211,1.000000
6.834171,1.000000
6.606586,1.000000
6.691849,1.000000
6.538777,1.000000
6.234603,1.000000
6.026621,1.000000
5.866164,1.000000
5.776208,1.000000
5.781713,1.000000
5.820866,1.000000
5.939457,1.000000
6.003001,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.578646,1.000000
0.559764,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.546822,1.000000
0.739409,1.000000
0.823181,1.000000
0.990834,1.000000
1.279403,1.000000
1.536942,1.000000
1.749922,1.000000
1.803212,1.000000
1.701382,1.000000
1.582194,1.000000
1.306387,1.000000
1.171857,1.000000
0.973808,1.000000
0.726287,1.000000
1.110238,1.000000
1.558085,1.000000
1.819317,1.000000
1.890026,1.000000
1.808720,1.000000
1.811921,1.000000
1.860363,1.000000
1.981208,1.000000
1.895772,1.000000
1.672349,1.000000
1.278222,1.000000
0.931674,1.000000
0.937742,1.000000
0.694029,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.551359,1.000000
0.699601,1.000000
0.804412,1.000000
0.822093,1.000000
0.614334,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.635344,1.000000
0.872835,1.000000
0.785565,1.000000
0.715135,1.000000
0.692319,1.000000
0.853539,1.000000
1.101280,1.000000
1.181689,1.000000
1.097720,1.000000
1.084128,1.000000
1.139362,1.000000
1.223863,1.000000
1.528249,1.000000
1.708958,1.000000
1.504896,1.000000
1.358281,1.000000
1.394710,1.000000
1.436775,1.000000
1.474892,1.000000
1.349437,1.000000
1.058237,1.000000
0.816058,1.000000
0.647185,1.000000
0.603839,1.000000
0.531576,1.000000
0.504157,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.725638,1.000000
0.807023,1.000000
0.900223,1.000000
0.985764,1.000000
1.037187,1.000000
1.056879,1.000000
1.103777,1.000000
1.118849,1.000000
1.095607,1.000000
0.986735,1.000000
0.983544,1.000000
0.944162,1.000000
0.957949,1.000000
1.065929,1.000000
1.088547,1.000000
1.056566,1.000000
1.120478,1.000000
1.198906,1.000000
1.158526,1.000000
1.138989,1.000000
1.159866,1.000000
1.147595,1.000000
1.051697,1.000000
1.052914,1.000000
1.030119,1.000000
0.979484,1.000000
0.880308,1.000000
0.870916,1.000000
0.849856,1.000000
0.797373,1.000000
0.657792,1.000000
0.565648,1.000000
0.571537,1.000000
0.605386,1.000000
0.663757,1.000000
0.870406,1.000000
0.942543,1.000000
1.103751,1.000000
1.062848,1.000000
1.058793,1.000000
1.070098,1.000000
1.083983,1.000000
1.080132,1.000000
1.123245,1.000000
1.131491,1.000000
1.095135,1.000000
1.081840,1.000000
1.076337,1.000000
1.056552,1.000000
1.039644,1.000000
